OpenCV version: 2.4
Usage: 7-SobelDerivatives <input-number> [<samples>]
input-number - is the video device number. Defaults to zero. E.g. for /dev/video2 just use '2' as argument.
samples - number of samples before application ends. Defaults to 1000; zero means infinite.
sample_number,elapsed_time,frame,mat_alloc,read_img,convert_color,gaussian_blur,sobel,convert_scale,sobel2,conver_scale2,add_weighted,show_img
113,2.854516,0.02473946,1e-06,0.008806485,0.000912749,0.008416569,0.000342666,0.00223533,0.0003915,0.002234079,0.001083082,0.000315999
114,2.879256,0.02459379,1.166e-06,0.008656153,0.000935498,0.008895569,0.000361083,0.002233746,0.000379833,0.002236747,0.000581999,0.000311999
115,2.903849,0.02508129,1.333e-06,0.009183152,0.001285081,0.00846657,0.000344083,0.002239746,0.000390749,0.002270497,0.000585332,0.000314749
116,2.928931,0.02463096,1.167e-06,0.008653736,0.001248581,0.008117904,0.000392416,0.002514662,0.000390166,0.00240883,0.000577582,0.000325916
117,2.953562,0.02555104,1.25e-06,0.009642401,0.001289331,0.008462487,0.000345582,0.002235997,0.000386999,0.002284913,0.000586666,0.000315416
118,2.979113,0.02453646,1.084e-06,0.008729485,0.001288665,0.008212903,0.000346666,0.002253913,0.000383583,0.00234433,0.000587832,0.000387999
119,3.003649,0.02462221,1.333e-06,0.008725153,0.001271581,0.008466986,0.000342833,0.002265413,0.000384,0.002244579,0.000607916,0.000312416
120,3.028271,0.02529563,1.167e-06,0.009328651,0.000952915,0.00857982,0.000343749,0.002234413,0.000463833,0.002481579,0.000592166,0.000317333
121,3.053567,0.02465788,1.167e-06,0.008815485,0.001265248,0.008468403,0.000357416,0.00223608,0.000376583,0.002246829,0.000576083,0.000314583
122,3.078225,0.02546687,1.083e-06,0.009677151,0.001255498,0.00814257,0.000385666,0.00236733,0.000401082,0.002233913,0.000574166,0.000428416
123,3.103692,0.02497279,1.333e-06,0.009414401,0.001250165,0.00808757,0.000343,0.002238079,0.000395,0.002234996,0.000696249,0.000311999
124,3.128665,0.02496713,1e-06,0.009156068,0.001200832,0.008388236,0.000347166,0.00224308,0.000384416,0.002348163,0.000587166,0.000310999
125,3.153632,0.02549229,9.17e-07,0.009233652,0.001223664,0.008574653,0.000356416,0.002415663,0.000397583,0.002388246,0.000585249,0.000316249
126,3.179124,0.02447688,1.083e-06,0.00864407,0.001263498,0.008285486,0.000387916,0.002367496,0.0003955,0.002233746,0.000576082,0.000322
127,3.203601,0.02556879,1.166e-06,0.009743068,0.001283665,0.008211153,0.000344083,0.002415162,0.000419083,0.002250913,0.000574499,0.000326
128,3.22917,0.02474538,1.083e-06,0.008608486,0.001254415,0.00837857,0.000362832,0.002610913,0.000395499,0.002235747,0.000574999,0.000322832
129,3.253915,0.02443254,1.25e-06,0.008630403,0.001318997,0.00835082,0.000345916,0.002266747,0.000381749,0.002239663,0.000584916,0.000312082
130,3.278348,0.02580662,1e-06,0.009987817,0.001366331,0.008266653,0.000426166,0.00223533,0.000382499,0.002251996,0.000574499,0.000314333
131,3.304154,0.02461104,1.167e-06,0.008778736,0.001396998,0.008191986,0.000342833,0.00233708,0.000394249,0.002270413,0.000585999,0.000311583
132,3.328765,0.02550388,6.67e-07,0.009539818,0.001255498,0.008278986,0.000385833,0.002363996,0.000395666,0.00238433,0.000585332,0.00031375
133,3.354269,0.02534387,1.083e-06,0.009451735,0.001318581,0.008299153,0.000346333,0.002335163,0.000399832,0.002289997,0.000577582,0.000324416
134,3.379613,0.02483479,1e-06,0.008646652,0.001289998,0.008613736,0.000349249,0.002237747,0.000388332,0.002394247,0.000589665,0.000324166
135,3.404448,0.02557846,9.16e-07,0.009359402,0.001374164,0.008550736,0.000346166,0.002418746,0.000383916,0.002245163,0.000585999,0.00031325
136,3.430026,0.02457763,1.083e-06,0.008639319,0.001314665,0.008346153,0.000345166,0.00224233,0.000382666,0.002396913,0.000591665,0.000317667
137,3.454604,0.02566654,8.34e-07,0.009811567,0.001303831,0.008311403,0.00036675,0.002236496,0.000381666,0.00235083,0.000576165,0.000327
138,3.48027,0.02537246,1.083e-06,0.009170985,0.001215582,0.008707986,0.000356832,0.002233997,0.000381666,0.002272913,0.000656665,0.00037475
139,3.505643,0.02512521,1e-06,0.008867569,0.001563164,0.008562402,0.000346167,0.002271996,0.000383333,0.002236746,0.000585249,0.000307583
140,3.530768,0.02522504,1.25e-06,0.009292069,0.001408997,0.008135237,0.000356416,0.002238746,0.00038025,0.002405413,0.000576832,0.000429833
141,3.555993,0.02487363,1.084e-06,0.008847652,0.001244665,0.00807857,0.000347749,0.002816746,0.000396916,0.002245663,0.000582915,0.000311666
142,3.580867,0.02527788,1e-06,0.009401735,0.001290498,0.008472319,0.00034675,0.002242913,0.000382916,0.00223958,0.000586749,0.000313416
143,3.606145,0.02485954,1.334e-06,0.009095735,0.001279248,0.008364736,0.000357666,0.002231413,0.00038375,0.002244996,0.000585832,0.000314833
144,3.631004,0.02480129,1.166e-06,0.008737569,0.001287665,0.008280986,0.000531166,0.00223733,0.000383499,0.002287913,0.000720832,0.000333167
145,3.655805,0.02515296,9.17e-07,0.009427485,0.001285081,0.00820857,0.000346499,0.00224583,0.000385333,0.002244163,0.000694082,0.000314999
146,3.680958,0.02559854,1.333e-06,0.008758236,0.001600081,0.009060568,0.000352333,0.002315246,0.000380416,0.00223708,0.000580166,0.000313082
147,3.706557,0.02529579,1.083e-06,0.009563735,0.000949415,0.008552652,0.000362083,0.002239747,0.000378999,0.002243246,0.000691749,0.000313083
148,3.731853,0.02468471,1.167e-06,0.008987568,0.001297665,0.00815807,0.000356833,0.002258996,0.000383999,0.002351913,0.000576249,0.00031225
149,3.756537,0.02489213,1e-06,0.008922235,0.001221332,0.008508986,0.000356916,0.002354996,0.000383249,0.00224508,0.000574249,0.000324083
150,3.78143,0.02498496,1.25e-06,0.009227152,0.001417414,0.008227904,0.000346916,0.002238579,0.0003915,0.002236163,0.000575165,0.000322917
151,3.806415,0.02450454,1.25e-06,0.008636986,0.001546498,0.00806357,0.000346499,0.00238958,0.000386166,0.002237413,0.000585416,0.000311166
152,3.830919,0.02544529,1e-06,0.009666818,0.001298748,0.00809782,0.000378166,0.002373663,0.000493916,0.002239329,0.000581833,0.000313999
153,3.856364,0.02574737,1.25e-06,0.009106235,0.001240081,0.009128569,0.000346333,0.002404829,0.000385166,0.00223858,0.000584832,0.0003115
154,3.882112,0.02508054,1.25e-06,0.008900653,0.001193998,0.008699569,0.000353416,0.002395329,0.000386833,0.002249996,0.000574333,0.000325166
155,3.907192,0.02518088,1.083e-06,0.009339652,0.001277998,0.008335653,0.000358916,0.002246163,0.000382666,0.00223883,0.000687832,0.000312083
156,3.932373,0.02581154,1.167e-06,0.009484068,0.001300998,0.008883319,0.000348249,0.00223733,0.000392416,0.002239079,0.000574833,0.000350083
