OpenCV version: 2.4
Usage: 7-SobelDerivatives <input-number> [<samples>]
input-number - is the video device number. Defaults to zero. E.g. for /dev/video2 just use '2' as argument.
samples - number of samples before application ends. Defaults to 1000; zero means infinite.
sample_number,elapsed_time,frame,mat_alloc,read_img,gpumat_alloc,gpu_frame_upload,convert_color,gaussian_blur,sobel,gpu_frame_download,convert_scale,sobel2,gpu_frame_download2,convert_scale2,add_weighted,show_img
18,17.00626,0.8160543,1.833e-06,0.3806458,9.17e-07,0.02751472,0.01392548,0.03336371,0.02500772,0.03699862,0.06446001,0.05233886,0.04820628,0.06812767,0.06087451,0.004588161
19,17.82232,0.8139473,1.416e-06,0.3782995,1e-06,0.0288298,0.01423223,0.03277038,0.02920655,0.03454738,0.06518567,0.05250202,0.04690895,0.06434718,0.06232101,0.004794244
20,18.63627,0.8144723,1.334e-06,0.3801946,8.34e-07,0.02768155,0.01428015,0.03383288,0.02582955,0.03388955,0.06457892,0.05211369,0.04808336,0.06861559,0.06088493,0.004485328
21,19.45074,0.7722016,1.75e-06,0.3789332,8.33e-07,0.02725105,0.01429265,0.03352438,0.02498606,0.03778612,0.06464184,0.03584796,0.02507306,0.06317926,0.06217676,0.004506661
22,20.22294,0.8267894,2e-06,0.3865547,1e-06,0.02899722,0.01431565,0.03277746,0.03283105,0.03489596,0.06417068,0.05267402,0.04724536,0.06705876,0.06081868,0.004446829
23,21.04973,0.7711054,1.166e-06,0.3773159,9.17e-07,0.02674838,0.01418507,0.03287121,0.02466555,0.03648079,0.06467943,0.03649079,0.02553872,0.06652151,0.0610956,0.004510328
24,21.82083,0.7832833,1.333e-06,0.3826778,1.084e-06,0.02569397,0.01433907,0.03742121,0.03199055,0.02673114,0.06394909,0.03538196,0.03268104,0.06580117,0.06214401,0.004469911
25,22.60412,0.8154246,1.75e-06,0.3789415,9.16e-07,0.0289913,0.01394607,0.0325153,0.03035513,0.03489588,0.06421268,0.05267294,0.04706503,0.06579984,0.06121643,0.004809828
26,23.41954,0.8088491,1.333e-06,0.3805697,1.083e-06,0.02816055,0.04998161,0.0442157,0.02991655,0.02737522,0.06359151,0.02934847,0.02455406,0.06437234,0.06207118,0.004689828
27,24.22839,0.7759067,1.167e-06,0.3791367,9.17e-07,0.02773055,0.01393065,0.03302355,0.03024846,0.03228605,0.06356243,0.03605187,0.0288783,0.06539859,0.06117651,0.004480911
28,25.0043,0.8464065,1.417e-06,0.3830905,9.17e-07,0.02776363,0.04967644,0.03904187,0.02915338,0.03099463,0.06350626,0.04348087,0.04812569,0.06650159,0.06059326,0.004476079
29,25.8507,0.7933794,1.25e-06,0.3782761,8.33e-07,0.02785639,0.01426732,0.03497496,0.03441596,0.03084271,0.06365293,0.03622271,0.04021804,0.06724117,0.06096243,0.004446578
30,26.64408,0.8596473,1.417e-06,0.3783971,9.16e-07,0.02875122,0.07395341,0.0453302,0.02624914,0.02653122,0.06397476,0.03876679,0.04517961,0.06509851,0.06293101,0.004481911
31,27.50373,0.8150327,1.166e-06,0.3782844,1.084e-06,0.02902213,0.01434273,0.0328918,0.02891138,0.03470621,0.06428193,0.05266261,0.04758786,0.06670034,0.0610641,0.004574994
32,28.31876,0.7867118,1.333e-06,0.3790531,1.25e-06,0.02645839,0.01422732,0.03837562,0.03262746,0.02918088,0.06352768,0.03578821,0.03418204,0.06715501,0.06168001,0.004453578
33,29.10548,0.8701635,2.25e-06,0.3836745,1.083e-06,0.02873388,0.07390791,0.05225511,0.03474063,0.03078063,0.06329651,0.03630746,0.03439038,0.06538059,0.06219143,0.004501162
34,29.97564,0.8489657,1.083e-06,0.383639,9.17e-07,0.02735997,0.04973286,0.05264236,0.03389271,0.02935038,0.06453301,0.03630763,0.03831996,0.06789209,0.06081951,0.004474245
35,30.8246,0.7822446,1.167e-06,0.3779356,1.333e-06,0.02607105,0.01398298,0.03648862,0.03314855,0.02661205,0.06293293,0.03581463,0.03688312,0.06571017,0.06221026,0.004452078
36,31.60685,0.8262,2.167e-06,0.3851605,8.33e-07,0.02901197,0.07374116,0.04095854,0.02947305,0.02608389,0.06363901,0.0238858,0.02448722,0.06305209,0.06198876,0.004714995
37,32.43305,0.8453764,1.25e-06,0.3777175,9.17e-07,0.02787605,0.04959544,0.04013379,0.02574705,0.02968063,0.06386159,0.05237169,0.04602303,0.06706925,0.06082035,0.004477828
38,33.27843,0.8346391,1.584e-06,0.3779576,8.34e-07,0.0272848,0.04979728,0.05166961,0.03365396,0.02767847,0.06313451,0.03618238,0.03415346,0.06713076,0.06153093,0.004462995
39,34.11306,0.8574754,2e-06,0.3795008,1.334e-06,0.0288028,0.07398616,0.04563586,0.02619147,0.0258433,0.06364843,0.03782579,0.0431527,0.06748492,0.0609591,0.004440745
40,34.97054,0.8545859,1.75e-06,0.3812056,1.083e-06,0.02786797,0.04959553,0.04612928,0.02271964,0.03066038,0.06379709,0.05292636,0.04744811,0.06684467,0.06088885,0.004499578
41,35.82513,0.8171717,1.416e-06,0.3770813,1e-06,0.02922788,0.01392982,0.03261963,0.03162255,0.03392654,0.06432792,0.05300511,0.04734311,0.06877017,0.06087526,0.004439995
42,36.6423,0.8186911,1.583e-06,0.3791933,8.33e-07,0.02884263,0.01418573,0.03331538,0.0321358,0.03536113,0.06430901,0.05225727,0.04665511,0.06675459,0.06124526,0.004433412
43,37.46099,0.785219,1.584e-06,0.3797519,9.17e-07,0.02640405,0.01424373,0.03699712,0.03346596,0.02908347,0.06359676,0.03582546,0.0324323,0.06758409,0.06124893,0.004582745
44,38.24621,0.7750467,1.75e-06,0.3794112,8.33e-07,0.02592405,0.01429415,0.03594521,0.03043497,0.02585722,0.06301676,0.03596479,0.0321658,0.06599517,0.06158368,0.004451079
45,39.02125,0.7842822,1.583e-06,0.3786833,9.16e-07,0.02790038,0.01431123,0.03293854,0.03198113,0.03562996,0.06401468,0.03620246,0.03001663,0.06693042,0.06109718,0.004573745
46,39.80554,0.8677582,1.584e-06,0.3813198,1.083e-06,0.02874505,0.07401916,0.05232819,0.03519104,0.02972496,0.06327176,0.03585196,0.03402138,0.06712709,0.06170051,0.004454661
47,40.6733,0.8180187,1.834e-06,0.3785239,9.16e-07,0.0294943,0.01423082,0.03227346,0.03118196,0.03474296,0.06520926,0.05288986,0.04726878,0.06596517,0.06167018,0.004565328
48,41.49131,0.7897598,1.916e-06,0.3814921,1.333e-06,0.02660872,0.01419748,0.03680879,0.03256363,0.02974438,0.06366534,0.03596571,0.03542504,0.06757726,0.06115293,0.004555078
49,42.28107,0.7901666,1.417e-06,0.3790223,1.083e-06,0.02566239,0.01430615,0.03705762,0.03381004,0.02908738,0.06391734,0.04059995,0.03476204,0.06642792,0.06071976,0.004791161
50,43.07124,0.7922787,1.583e-06,0.380902,1.166e-06,0.02633564,0.0144949,0.03614638,0.03308813,0.0301628,0.06433776,0.03597696,0.03601463,0.06912967,0.06112418,0.004562911
51,43.86352,0.8229565,1.166e-06,0.3782477,1e-06,0.02763247,0.04981286,0.05199627,0.03499688,0.03015255,0.06509959,0.02933022,0.02455789,0.06510959,0.06150601,0.004512328
52,44.68648,0.8611624,2.083e-06,0.3814268,1e-06,0.02873388,0.07400825,0.04542936,0.02590564,0.02765763,0.06385951,0.03865512,0.04361187,0.06535442,0.06201284,0.004503995
53,45.54764,0.7821256,1.417e-06,0.3793851,9.17e-07,0.02630264,0.01425632,0.03653737,0.03353513,0.02899147,0.06368934,0.03554712,0.03166413,0.06693284,0.0608316,0.004450244
54,46.32976,0.8159152,1.5e-06,0.3782206,1.166e-06,0.02859963,0.0142289,0.03228421,0.03080972,0.03661921,0.06514426,0.05273702,0.04534128,0.06654317,0.06081318,0.004571328
55,47.14568,0.7821526,1.084e-06,0.3770564,1.083e-06,0.02613264,0.01425723,0.03621096,0.03276571,0.02939872,0.06397884,0.03567846,0.03237096,0.06853917,0.06129601,0.004465328
56,47.92783,0.8105822,2e-06,0.3812711,1.25e-06,0.02807072,0.04968203,0.04549045,0.02979738,0.0275448,0.06361226,0.02975355,0.02534864,0.06326168,0.06226409,0.004482329
57,48.73841,0.8585325,1.833e-06,0.3789395,8.34e-07,0.02887822,0.0741265,0.04501012,0.02582614,0.02609489,0.06420776,0.0388722,0.04522911,0.06514517,0.06175726,0.004442995
58,49.59695,0.7891865,2.25e-06,0.3876604,1e-06,0.02659439,0.0142974,0.03624538,0.03183255,0.03444421,0.06438851,0.03679779,0.02577047,0.06578976,0.06088493,0.004477495
59,50.38613,0.8150729,1.333e-06,0.3816326,1e-06,0.02762022,0.01428298,0.03297271,0.02351556,0.03747096,0.06472243,0.05266511,0.04718886,0.06770717,0.06083643,0.004455578
60,51.20121,0.7858118,1.333e-06,0.379333,9.17e-07,0.02647547,0.01445998,0.03695471,0.03289604,0.0300873,0.06361559,0.03604146,0.03302763,0.06668667,0.0616621,0.004569578
61,51.98702,0.8128831,1.5e-06,0.378839,8.34e-07,0.0272813,0.01425982,0.03316863,0.02444572,0.03754029,0.06481642,0.05225202,0.04745036,0.06727367,0.06109868,0.004454828
62,52.7999,0.766776,1.417e-06,0.3788286,1.084e-06,0.02668805,0.01423215,0.03716329,0.03369029,0.02883405,0.06364943,0.02949155,0.02384805,0.06363834,0.06211535,0.004594411
63,53.56668,0.8340954,1.416e-06,0.3793881,1.167e-06,0.0288248,0.07406041,0.04282145,0.02940997,0.03139796,0.06386393,0.02922213,0.0251288,0.06333584,0.06204259,0.004596828
64,54.40077,0.8468509,1.584e-06,0.3798563,9.16e-07,0.02900155,0.07385566,0.05020711,0.02187581,0.03043888,0.06449342,0.03564229,0.0304728,0.06414826,0.06224984,0.004606495
65,55.24762,0.8264641,1e-06,0.3905231,1e-06,0.02799489,0.0142829,0.03278038,0.03193313,0.03421929,0.06425134,0.05231202,0.04556811,0.06714584,0.06098251,0.004468578
66,56.07409,0.8152795,1.334e-06,0.3788491,9.16e-07,0.02887355,0.01423907,0.03270313,0.02926372,0.03452504,0.06515142,0.05247694,0.04709511,0.06664767,0.06099218,0.004460328
67,56.88937,0.7731435,1.25e-06,0.3798767,9.17e-07,0.02710372,0.01428107,0.03375196,0.02534564,0.03518154,0.06443159,0.03626962,0.02600955,0.06541501,0.0609876,0.004487328
68,57.66251,0.8274625,2.834e-06,0.3876403,9.17e-07,0.02893955,0.0738435,0.04020895,0.02941313,0.02629205,0.06315709,0.02403822,0.02433122,0.06298209,0.06210259,0.004510078
69,58.48997,0.8480064,1.5e-06,0.3778046,9.17e-07,0.02792688,0.04968894,0.04087678,0.02599555,0.03025521,0.06384301,0.05329827,0.04703236,0.06437593,0.06219035,0.004716161
70,59.33798,0.8153949,1.5e-06,0.3801178,1.333e-06,0.02792297,0.01433515,0.03354138,0.02498714,0.03596171,0.06467276,0.05246861,0.04789244,0.067881,0.06113401,0.004477078
71,60.15337,0.8236575,1.333e-06,0.3778505,1.333e-06,0.02532939,0.0148444,0.03715829,0.03435104,0.03443029,0.06404934,0.06478818,0.03992829,0.06424801,0.06216926,0.004507912
72,60.97703,0.7772496,1.833e-06,0.3808528,8.34e-07,0.02804063,0.01400823,0.03293246,0.02882838,0.03448554,0.06473151,0.03599504,0.02649839,0.06517167,0.06119826,0.004503994
73,61.75428,0.7830745,1.75e-06,0.3846292,1e-06,0.02792097,0.01430257,0.03287838,0.03238413,0.03436096,0.06404076,0.03576654,0.02679272,0.06324776,0.06204168,0.004706078
74,62.53736,0.7881733,1.417e-06,0.3829104,1e-06,0.02591464,0.01392782,0.03679612,0.03237655,0.02970397,0.06346968,0.03585321,0.03400979,0.06710284,0.06165018,0.004455745
75,63.32553,0.8603842,2.9417e-05,0.3805438,1.166e-06,0.0290383,0.073881,0.04567903,0.02593489,0.02671772,0.06357968,0.03864687,0.04492028,0.06513942,0.06182076,0.004451828
76,64.18591,0.7835559,1.75e-06,0.3801434,1e-06,0.02592105,0.01430082,0.03743554,0.03240496,0.02886322,0.06376226,0.03588229,0.03284638,0.06539076,0.06214134,0.004461162
77,64.96947,0.7803479,1.583e-06,0.3806066,1e-06,0.02668022,0.01444732,0.03527879,0.02750288,0.03567746,0.06444134,0.03697371,0.02966722,0.06284693,0.06163784,0.004585078
78,65.74982,0.8157901,1.417e-06,0.3805015,8.34e-07,0.02880413,0.0141579,0.03286021,0.02878213,0.03272171,0.06452526,0.05858026,0.04293462,0.06573017,0.06132743,0.004862495
79,66.56561,0.7929256,1.916e-06,0.380578,1e-06,0.02516639,0.0139584,0.03631096,0.03400713,0.02911905,0.06459234,0.03611204,0.03952562,0.06741134,0.06169476,0.004446662
80,67.35853,0.818638,1.833e-06,0.3819918,9.17e-07,0.02739322,0.01448257,0.03312088,0.02491372,0.03767921,0.06469417,0.05280561,0.04794628,0.06832684,0.06070043,0.004580494
81,68.17717,0.8489814,1.25e-06,0.3790739,1e-06,0.02754038,0.05000186,0.04068054,0.02594697,0.03017621,0.06415434,0.0531031,0.04702045,0.06423384,0.06244568,0.004601911
82,69.02615,0.7704133,1.417e-06,0.3797635,8.33e-07,0.02631089,0.01395415,0.03353088,0.0252723,0.0315808,0.06483359,0.03606338,0.0287688,0.06432926,0.06149343,0.004510078
83,69.79656,0.828026,2.084e-06,0.3877214,1e-06,0.0291408,0.01428048,0.03316029,0.03256905,0.03420129,0.06414176,0.05279769,0.0479587,0.06592884,0.06165143,0.004471161
84,70.62459,0.8178955,1.666e-06,0.3818565,1e-06,0.02918622,0.01429332,0.03220055,0.03065646,0.03576529,0.06392793,0.05254094,0.04557453,0.06658876,0.0608611,0.004441244
85,71.44249,0.8114561,1.416e-06,0.3788813,8.34e-07,0.0266163,0.01393557,0.03388296,0.02544314,0.03656554,0.06461351,0.05254519,0.04612603,0.06726009,0.06112468,0.004459495
86,72.25394,0.8318542,1.5e-06,0.3783791,1.083e-06,0.02759147,0.04969286,0.05531835,0.0288523,0.03572479,0.06428859,0.03583179,0.02462472,0.06556142,0.06150659,0.004479578
87,73.0858,0.8227074,1.75e-06,0.3802549,8.34e-07,0.0280653,0.04954761,0.05215611,0.03421804,0.02984963,0.06403126,0.02938871,0.02455981,0.06506842,0.06099976,0.004565244
88,73.9085,0.7812266,1.334e-06,0.3805925,8.34e-07,0.02793422,0.0144834,0.03216296,0.02996438,0.03720146,0.06407951,0.03607654,0.0284068,0.06432209,0.06141101,0.004589578
89,74.68973,0.7802184,1.167e-06,0.3795524,9.17e-07,0.02641797,0.01434257,0.03796479,0.03138046,0.02712089,0.06303068,0.03563246,0.03246463,0.06533509,0.06248451,0.004489912
90,75.46995,0.8176814,1.416e-06,0.3790492,9.17e-07,0.02884313,0.0142464,0.03278296,0.03094746,0.03564537,0.06418651,0.05288852,0.04707136,0.06618626,0.06136226,0.004469579
91,76.28763,0.8429449,1.833e-06,0.3810868,9.17e-07,0.02898563,0.07406233,0.04606411,0.02263081,0.02746097,0.06415201,0.03558171,0.03091746,0.06523217,0.06228459,0.004483578
92,77.13058,0.7744078,1.583e-06,0.3804741,1e-06,0.02720613,0.01394682,0.03366538,0.0252008,0.03563612,0.06447884,0.03606637,0.02653939,0.06500084,0.06145593,0.004734578
93,77.90498,0.8141306,1.834e-06,0.3787156,9.17e-07,0.0271013,0.01431373,0.03341021,0.02596322,0.03670129,0.06486917,0.05243769,0.0476797,0.06748459,0.0608621,0.004589244
94,78.71911,0.7784206,1.416e-06,0.3784851,9.16e-07,0.02637964,0.01429215,0.03627846,0.03201313,0.03440004,0.06431026,0.03677879,0.02448997,0.06492626,0.06135935,0.004705078
95,79.49753,0.8234705,1.833e-06,0.3803218,9.16e-07,0.0288103,0.07415825,0.03784937,0.02909088,0.0283903,0.06360868,0.02610272,0.02456564,0.06460384,0.06149601,0.004469995
96,80.321,0.8245396,1.666e-06,0.3817911,1e-06,0.02879972,0.07399066,0.03967195,0.02918105,0.02801055,0.06357709,0.02535539,0.02449272,0.06362126,0.06157218,0.004473245
97,81.14554,0.861022,1.75e-06,0.3790101,9.16e-07,0.0289903,0.07393841,0.0453207,0.02594914,0.02651739,0.06361834,0.03762229,0.04894094,0.06476226,0.06188051,0.004468995
98,82.00657,0.7778288,1.417e-06,0.377833,1.083e-06,0.02633305,0.01430715,0.03641996,0.03244163,0.03476946,0.06428376,0.03612787,0.0244953,0.06473826,0.06133334,0.004743578
99,82.7844,0.8431053,1.416e-06,0.3804383,9.16e-07,0.02877913,0.074143,0.0461322,0.02269964,0.02730322,0.06391151,0.03570737,0.03248346,0.06491126,0.06209801,0.004495828
100,83.6275,0.7836394,1.5e-06,0.3780457,1.083e-06,0.02571239,0.01431598,0.03642879,0.0294383,0.02665189,0.06316159,0.03657587,0.0402767,0.06759634,0.06085735,0.004575911
101,84.41114,0.8120778,1.416e-06,0.3780402,1.25e-06,0.02766113,0.01432623,0.03313829,0.02433831,0.03633463,0.06462226,0.05241569,0.0477557,0.06810609,0.06089684,0.004439745
102,85.22322,0.8528783,2e-06,0.3859146,1e-06,0.02740189,0.04973277,0.04402803,0.02962655,0.02869113,0.06445534,0.04391595,0.0475892,0.06602792,0.06102859,0.004463328
103,86.0761,0.815352,1.583e-06,0.3795838,1e-06,0.02783313,0.01425315,0.03386996,0.02448047,0.03751062,0.06451534,0.05260719,0.04748194,0.06769492,0.06093068,0.004588161
104,86.89145,0.8205529,1.5e-06,0.3796695,1e-06,0.02854988,0.01426232,0.0326768,0.0292448,0.03795421,0.06444209,0.05240861,0.04734336,0.06855767,0.0609766,0.004464578
105,87.712,0.8360374,1.834e-06,0.3790057,9.17e-07,0.02898455,0.07367875,0.04622245,0.02239739,0.02739997,0.06388518,0.03562271,0.02847263,0.06363876,0.06206176,0.004664827
106,88.54804,0.8180475,1.667e-06,0.3791807,1.167e-06,0.02885038,0.01422598,0.03307796,0.03220971,0.03377421,0.06495093,0.0530991,0.04679145,0.06638117,0.06067668,0.004826328
107,89.36609,0.7827682,1.916e-06,0.3796799,9.17e-07,0.02881563,0.0143469,0.03313279,0.0322523,0.03519529,0.06402951,0.03593871,0.02850263,0.06517626,0.06109743,0.004597994
108,90.14885,0.8177177,1.75e-06,0.3836411,8.33e-07,0.02852288,0.01431807,0.03265071,0.03162305,0.03488146,0.06504076,0.05167502,0.04470095,0.06432001,0.06186951,0.004471661
109,90.96657,0.8163891,1.166e-06,0.3802456,1.167e-06,0.0287403,0.01410957,0.03316238,0.0307348,0.03547187,0.06433001,0.0527721,0.04470378,0.06668275,0.06087293,0.004560745
110,91.78296,0.8241776,1.333e-06,0.3808641,1e-06,0.02755155,0.04970719,0.05247169,0.03495804,0.02971272,0.06435384,0.02928063,0.02474464,0.06492267,0.06110618,0.004502078
111,92.60714,0.8611847,1.583e-06,0.3813979,9.17e-07,0.0287088,0.073914,0.04554436,0.02602939,0.02674122,0.06362768,0.03853437,0.04515395,0.06524934,0.06173943,0.004541745
112,93.46832,0.7875723,1.417e-06,0.3819937,1.25e-06,0.02578147,0.01428957,0.03640704,0.03366829,0.02894722,0.06462176,0.03586213,0.03295529,0.06753817,0.06099185,0.004513161
113,94.2559,0.8386771,1.5e-06,0.3827553,8.34e-07,0.02888047,0.07398275,0.0444382,0.02901647,0.03069146,0.06368559,0.02922047,0.02560239,0.06353009,0.06235768,0.004513911
114,95.09457,0.7851683,1.917e-06,0.3814626,1.334e-06,0.02569339,0.01434465,0.03699987,0.03229888,0.02727538,0.06289143,0.03623504,0.03447163,0.068165,0.06076035,0.004566828
115,95.87974,0.8666853,1.417e-06,0.3829369,9.16e-07,0.02872122,0.0740485,0.04479328,0.02659989,0.02915397,0.06354609,0.04019654,0.0451647,0.06568659,0.06136926,0.004466079
116,96.74643,0.8204061,1.417e-06,0.3806931,1e-06,0.02929838,0.01429023,0.03325205,0.0327338,0.03374971,0.06396051,0.05261444,0.04772953,0.06643192,0.06120676,0.004443245
117,97.56683,0.8186722,1.25e-06,0.3826089,9.17e-07,0.02926305,0.01398582,0.03244296,0.03250271,0.03458163,0.06414309,0.05249144,0.04461045,0.06591667,0.06165134,0.004471995
118,98.3855,0.7876616,1.917e-06,0.385097,1.083e-06,0.02634647,0.01428482,0.03678604,0.03070213,0.02917205,0.06382851,0.03560854,0.03268505,0.06713092,0.06156059,0.004456495
119,99.17317,0.8456814,1.833e-06,0.4055253,1e-06,0.02908097,0.01427748,0.03312621,0.03232271,0.03378004,0.06519434,0.0527641,0.04738436,0.06693976,0.06081276,0.004470579
120,100.0188,0.7893766,1.25e-06,0.3832009,1.083e-06,0.02611422,0.01394732,0.03675304,0.03315563,0.02958688,0.06355376,0.03630079,0.03438238,0.06547709,0.06234076,0.004561494
121,100.8082,0.8169393,1.917e-06,0.3813169,8.34e-07,0.0284483,0.01420598,0.03274913,0.02796305,0.03591121,0.06412909,0.05276285,0.04682503,0.06728384,0.06074343,0.004597745
122,101.6252,0.865235,2.417e-06,0.3840447,9.16e-07,0.02890505,0.07405391,0.04554928,0.02607347,0.02648989,0.06471284,0.03870812,0.04478636,0.06543126,0.06189743,0.004579328
123,102.4904,0.8190898,1.417e-06,0.3821831,1e-06,0.02911805,0.01423607,0.03280713,0.03169846,0.03442746,0.06434618,0.05166686,0.04742411,0.06629767,0.06042526,0.004457078
124,103.3095,0.8177829,1.583e-06,0.3810224,8.33e-07,0.02732372,0.01429532,0.0321498,0.02480164,0.03847912,0.06524509,0.05656785,0.04391503,0.068654,0.06071751,0.004608995
125,104.1273,0.817206,1.083e-06,0.3800448,9.17e-07,0.0285283,0.01411673,0.03322888,0.02912688,0.03757404,0.06393076,0.05232044,0.04649045,0.06633867,0.06103935,0.004464661
126,104.9445,0.7847309,1.333e-06,0.3809472,1.083e-06,0.0258763,0.01425448,0.03703971,0.03368871,0.02905838,0.06346268,0.03589571,0.03174396,0.06648017,0.06171584,0.004565328
127,105.7292,0.7764576,1.417e-06,0.3816197,1.25e-06,0.02728322,0.01431415,0.03361263,0.02559997,0.03586371,0.06513892,0.03627396,0.02567905,0.06486959,0.0614631,0.004736911
128,106.5057,0.8178568,1.583e-06,0.3831963,1.083e-06,0.02934238,0.01427382,0.03232096,0.03125988,0.03359604,0.06507509,0.05186744,0.04549311,0.06596592,0.06094401,0.004519162
129,107.3235,0.78684,1.666e-06,0.3817921,1.084e-06,0.02578655,0.0142199,0.03706229,0.0327378,0.02965546,0.06347726,0.03605704,0.03244721,0.06831617,0.0608196,0.004465911
130,108.1104,0.8333737,1.417e-06,0.3804229,9.17e-07,0.02759297,0.04955603,0.05435235,0.02880263,0.03609471,0.06414742,0.03634112,0.02522214,0.06439392,0.06160193,0.004843244
131,108.9437,0.8982054,1.333e-06,0.385402,1e-06,0.02876555,0.07347266,0.04389862,0.0428057,0.03154996,0.06459776,0.05165544,0.04422486,0.06451767,0.06282793,0.004484995
132,109.8419,0.7816277,1.333e-06,0.3866548,1e-06,0.02669697,0.01428623,0.03362688,0.0256593,0.03704662,0.06463351,0.03626829,0.02646889,0.06402068,0.06175968,0.004503495
133,110.6236,0.8315006,1.667e-06,0.3787501,1.25e-06,0.02756038,0.04939411,0.05202552,0.03381038,0.03456071,0.06433493,0.03607804,0.02447589,0.06434001,0.06133076,0.004836911
134,111.4551,0.7769349,1.5e-06,0.3811936,9.17e-07,0.0274523,0.01423815,0.03511304,0.02524772,0.03455196,0.06447876,0.03699646,0.0258518,0.06606576,0.06122735,0.004515661
135,112.232,0.7910797,2.675e-05,0.3894095,1.083e-06,0.02570447,0.0144649,0.03608754,0.03296646,0.02712855,0.06308309,0.03597662,0.03388021,0.06549826,0.06227184,0.004580495
136,113.0231,0.8376041,1.584e-06,0.3814925,1.084e-06,0.0288903,0.07409491,0.04322853,0.02954005,0.0304083,0.06381276,0.02946655,0.02539614,0.06593284,0.06076376,0.004574828
137,113.8607,0.8231151,1.083e-06,0.3769779,1.083e-06,0.02656572,0.01450173,0.03683121,0.03478713,0.03333038,0.06401226,0.06362843,0.04105437,0.06437209,0.06232559,0.004726161
