OpenCV version: 2.4
Usage: 7-SobelDerivatives <input-number> [<samples>]
input-number - is the video device number. Defaults to zero. E.g. for /dev/video2 just use '2' as argument.
samples - number of samples before application ends. Defaults to 1000; zero means infinite.
sample_number,elapsed_time,frame,mat_alloc,read_img,gpumat_alloc,gpu_frame_upload,convert_color,gaussian_blur,sobel,convert_scale,sobel2,convert_scale2,add_weighted,gpu_frame_download,show_img
102,3.152024,0.02721505,1.084e-06,0.01382398,8.34e-07,0.001183748,0.001423248,0.002417497,0.002305663,0.001184165,0.002332247,0.001167915,0.000668665,0.00046325,0.00024275
103,3.179239,0.02710446,1e-06,0.0139164,8.33e-07,0.001207998,0.001364665,0.002401413,0.002247747,0.001177499,0.002176747,0.001254415,0.000672249,0.000462332,0.000221167
104,3.206344,0.0336877,1.416e-06,0.01739631,1.084e-06,0.001394164,0.001416082,0.003099662,0.002935996,0.001481164,0.002888663,0.001471498,0.000861249,0.000517832,0.000222583
105,3.240031,0.03078812,1e-06,0.01405015,7.5e-07,0.001090665,0.001916664,0.003268162,0.002933246,0.001460998,0.002847246,0.001601415,0.000861082,0.000515416,0.000241333
106,3.270819,0.03013046,1e-06,0.0130704,8.33e-07,0.001042415,0.001928831,0.003266829,0.003031162,0.001480915,0.002891579,0.001790081,0.000859248,0.000545666,0.0002215
107,3.30095,0.02725488,1e-06,0.01399865,7.5e-07,0.001227832,0.001428748,0.00241658,0.00225408,0.001180332,0.002221913,0.001168499,0.000668665,0.000465916,0.000221917
108,3.328205,0.02846363,1e-06,0.01476798,8.33e-07,0.001108915,0.001354998,0.003053829,0.002260081,0.001175831,0.00219733,0.001170499,0.000667499,0.000473916,0.000230916
109,3.356668,0.0263048,1.167e-06,0.01317548,9.17e-07,0.001046582,0.001420248,0.00240183,0.002261663,0.001167998,0.002181914,0.001261582,0.000666082,0.000475666,0.000243666
110,3.382973,0.03320179,1.083e-06,0.01394523,1e-06,0.001195499,0.004023661,0.003277078,0.003300162,0.001508082,0.002897079,0.001460331,0.000862666,0.000508249,0.000221666
111,3.416175,0.02658846,1.166e-06,0.01337231,8.33e-07,0.001301415,0.001313832,0.002406996,0.002257747,0.001178832,0.00220833,0.001170832,0.000665999,0.000487916,0.000222249
112,3.442763,0.02873788,1.166e-06,0.01389648,9.17e-07,0.001205165,0.001414331,0.002405913,0.00228033,0.001576748,0.002876663,0.001458498,0.000855998,0.000520333,0.000245333
113,3.471501,0.03076837,1.083e-06,0.01400606,9.17e-07,0.001075415,0.001924164,0.003258745,0.002940329,0.001459832,0.002972162,0.001475915,0.000894915,0.000537999,0.000220833
114,3.50227,0.02997654,1.25e-06,0.01319598,7.5e-07,0.001043415,0.001922747,0.003396746,0.002975579,0.001480498,0.002878329,0.001463831,0.000860666,0.000514999,0.00024175
115,3.532246,0.02731913,1.083e-06,0.01407248,1e-06,0.001166498,0.001418331,0.00243508,0.00227958,0.001184832,0.002223247,0.001175165,0.000665666,0.000475832,0.000220333
116,3.559565,0.02661496,1.25e-06,0.01340215,1.084e-06,0.001237748,0.001359331,0.00240583,0.002271747,0.001191165,0.00220433,0.001170499,0.000667999,0.000481332,0.0002205
117,3.58618,0.03053029,1e-06,0.01373765,7.5e-07,0.001032165,0.001948581,0.003275995,0.002937079,0.001615665,0.002880246,0.001477831,0.000863415,0.0005195,0.000240416
118,3.616711,0.02702896,1.166e-06,0.01392665,7.5e-07,0.001233998,0.001303748,0.002429663,0.00224983,0.001183749,0.00217883,0.001168165,0.000666582,0.000464083,0.00022175
119,3.64374,0.02665338,1.167e-06,0.01341581,7.5e-07,0.001170499,0.001413581,0.00241108,0.002248247,0.001230248,0.002214414,0.001169998,0.000678583,0.000478832,0.000220167
120,3.670393,0.03272895,1.25e-06,0.01779531,9.17e-07,0.001401165,0.001448664,0.002473663,0.002278747,0.001190249,0.003078079,0.001466081,0.000857665,0.0005165,0.000220666
121,3.703122,0.03021104,1.084e-06,0.01320831,1e-06,0.001319582,0.001911914,0.003396745,0.002951329,0.001472332,0.002891329,0.001462831,0.000861082,0.000513166,0.000220333
122,3.733333,0.02709963,1.083e-06,0.01399798,8.33e-07,0.001072582,0.001422998,0.002414246,0.002272997,0.001175749,0.002201996,0.001173165,0.000665333,0.000480833,0.000219833
123,3.760433,0.02780913,1.083e-06,0.01422198,7.5e-07,0.001118665,0.001362582,0.002413996,0.00254958,0.001375081,0.002230664,0.001168998,0.000669249,0.000477333,0.000219166
124,3.788242,0.02615521,1.333e-06,0.01304656,7.5e-07,0.001044249,0.001427498,0.002419747,0.002251663,0.001164332,0.002247413,0.001169665,0.000667999,0.000470166,0.000243833
125,3.814397,0.02704621,7.5e-07,0.01381315,7.5e-07,0.001062082,0.001436165,0.002406413,0.002248497,0.001322998,0.002200747,0.001175415,0.000669166,0.000489333,0.000220749
126,3.841443,0.02827271,1.333e-06,0.01343398,1.167e-06,0.001123248,0.001405748,0.002394997,0.00228833,0.001671914,0.002876746,0.001469415,0.000862082,0.000523583,0.000220166
127,3.869716,0.0359822,1.584e-06,0.01921089,9.17e-07,0.001085998,0.001954831,0.003289912,0.002956329,0.001489415,0.002878829,0.001476331,0.000863083,0.000513499,0.000260583
128,3.905698,0.03112204,1e-06,0.01410023,8.34e-07,0.001205248,0.00192808,0.003460412,0.002946579,0.001481832,0.002884496,0.001512498,0.000862915,0.000517166,0.00022075
129,3.93682,0.0263383,1.333e-06,0.01319773,8.34e-07,0.001092082,0.001400331,0.002426997,0.002277663,0.001180332,0.00220483,0.001186582,0.000667332,0.000464833,0.000237416
130,3.963158,0.02818563,1.083e-06,0.01468473,9.16e-07,0.001223999,0.001412498,0.00241508,0.00227058,0.001177831,0.002253747,0.001174999,0.000665582,0.000684166,0.000220416
131,3.991344,0.03060087,1e-06,0.01335548,1.084e-06,0.001158831,0.001916914,0.003272496,0.003030079,0.001473164,0.002879746,0.001878498,0.000860082,0.000529332,0.000244167
132,4.021945,0.02742005,8.33e-07,0.01391006,6.67e-07,0.001221831,0.001404248,0.002416664,0.002393246,0.001353582,0.002190413,0.001165415,0.000666583,0.000475666,0.000220833
133,4.049365,0.02721004,1e-06,0.01408273,9.17e-07,0.001108248,0.001355665,0.00241358,0.00225858,0.001277582,0.00218408,0.001172248,0.000668249,0.000472083,0.000215083
134,4.076575,0.02985687,1.333e-06,0.01346506,9.17e-07,0.001079749,0.001401664,0.003351662,0.002927413,0.001457248,0.003059829,0.001491664,0.000860999,0.000539833,0.000219499
135,4.106432,0.03219796,1.083e-06,0.01372631,7.5e-07,0.001224082,0.001897664,0.003847161,0.002963746,0.001470831,0.002882496,0.002463497,0.000868749,0.000508749,0.000342833
136,4.13863,0.0267233,1.084e-06,0.01360806,8.33e-07,0.001123915,0.001332165,0.002418663,0.002286497,0.001184582,0.002204747,0.001179831,0.000666416,0.000470999,0.0002455
137,4.165353,0.02708013,1.25e-06,0.01392181,8.33e-07,0.001062915,0.001417582,0.00240008,0.00227233,0.001168832,0.002181747,0.001267331,0.000671083,0.000475666,0.000238666
138,4.192433,0.03276687,1.084e-06,0.01717989,8.33e-07,0.001214749,0.001349415,0.002397913,0.002977912,0.001687331,0.002873163,0.001460998,0.000861082,0.000541499,0.000221
139,4.2252,0.03027621,1.083e-06,0.01331248,9.17e-07,0.001245998,0.001915831,0.003258412,0.002947996,0.001459081,0.002851913,0.001498914,0.001036332,0.000528833,0.000218416
140,4.255476,0.02699771,1.166e-06,0.01383948,9.17e-07,0.001093665,0.001408915,0.002403413,0.002266997,0.001184415,0.00225983,0.001184165,0.000666916,0.000467416,0.000220416
141,4.282474,0.02664446,1.25e-06,0.01329748,7.5e-07,0.001207915,0.001407748,0.002420996,0.002263664,0.001264998,0.002237497,0.001180582,0.000667249,0.000475832,0.0002185
