OpenCV version: 2.4
Usage: 7-SobelDerivatives <input-number> [<samples>]
input-number - is the video device number. Defaults to zero. E.g. for /dev/video2 just use '2' as argument.
samples - number of samples before application ends. Defaults to 1000; zero means infinite.
sample_number,elapsed_time,frame,mat_alloc,read_img,convert_color,gaussian_blur,sobel,convert_scale,sobel2,conver_scale2,add_weighted,show_img
164,1.639418,0.01181373,1e-06,0.002465663,0.001315914,0.005817407,0.00013825,0.000818332,0.000133083,0.000795749,0.000203166,0.000125167
165,1.651232,0.01091915,1.083e-06,0.001921747,0.001323165,0.002852078,0.000106917,0.000927248,0.000146333,0.003272162,0.000221833,0.000146583
166,1.662151,0.009232985,1.083e-06,0.002752162,0.001314665,0.002922328,0.00011025,0.000890749,0.00012775,0.000795582,0.000203999,0.000114417
167,1.671384,0.008546403,6.66e-07,0.001914497,0.001337581,0.002893079,0.000128083,0.001004582,0.000144916,0.000783582,0.000218583,0.000120834
168,1.67993,0.01263848,1e-06,0.004417243,0.001458164,0.004552243,0.000122416,0.000814999,0.000133,0.000803832,0.000208749,0.000126833
169,1.692569,0.01229456,7.5e-07,0.002761162,0.003371161,0.003868577,0.000119916,0.000922166,0.000132416,0.000796332,0.0002025,0.000119583
170,1.704863,0.01178231,5.83e-07,0.005013242,0.001455998,0.003005828,0.000122417,0.000850581,0.00013825,0.000861916,0.000207249,0.00012625
171,1.716646,0.01103306,1.583e-06,0.001921914,0.001468914,0.005435241,0.000130667,0.000817332,0.000134583,0.000791499,0.000208166,0.000123166
172,1.727679,0.009317902,9.17e-07,0.002856828,0.001332998,0.002978829,0.00010825,0.000815582,0.000122583,0.000790248,0.000207,0.000104667
173,1.736997,0.009339235,1.25e-06,0.00193558,0.001357248,0.003868077,0.000126333,0.000804916,0.000137166,0.000786416,0.000211999,0.00011025
174,1.746336,0.01116757,7.5e-07,0.001934413,0.001392081,0.005567908,0.00013575,0.000802332,0.000134,0.000834665,0.000209166,0.0001565
175,1.757503,0.009075152,1.084e-06,0.002743412,0.001327164,0.002842162,0.00011575,0.000805082,0.000136083,0.000782666,0.000217666,0.000104083
176,1.766578,0.009096818,1.167e-06,0.00193208,0.001348748,0.003647327,0.000113166,0.000817499,0.000126167,0.000795748,0.000203083,0.000111833
177,1.775675,0.01119031,1.333e-06,0.002177247,0.001320498,0.005426407,0.000123917,0.000817748,0.000132917,0.000836165,0.000210583,0.0001435
178,1.786866,0.009301735,1.084e-06,0.002978328,0.001325498,0.002844495,0.000118333,0.000803999,0.000120833,0.000793332,0.00020275,0.000113083
