OpenCV version: 2.4
Usage: 7-SobelDerivatives <input-number> [<samples>]
input-number - is the video device number. Defaults to zero. E.g. for /dev/video2 just use '2' as argument.
samples - number of samples before application ends. Defaults to 1000; zero means infinite.
sample_number,elapsed_time,frame,mat_alloc,read_img,gpumat_alloc,gpu_frame_upload,convert_color,gaussian_blur,sobel,convert_scale,sobel2,convert_scale2,add_weighted,gpu_frame_download,show_img
21,11.85979,0.5137969,1.25e-06,0.3678039,9.17e-07,0.02656939,0.01428998,0.02860338,0.02550164,0.008563407,0.01925548,0.007914908,0.003960662,0.005612161,0.005719744
22,12.37358,0.5257378,1.333e-06,0.3683598,8.33e-07,0.02677522,0.01420582,0.02863155,0.03248863,0.01034282,0.01936714,0.009107324,0.004838828,0.00594316,0.005675244
23,12.89932,0.5898408,1.417e-06,0.3687376,1e-06,0.02893713,0.07399225,0.03128805,0.03450246,0.008839741,0.01944773,0.008351324,0.004873162,0.00569266,0.005176244
24,13.48916,0.5671325,1.333e-06,0.3681467,8.33e-07,0.02806914,0.0496562,0.03144963,0.03502463,0.01099074,0.01902439,0.009054324,0.004749828,0.00582116,0.005143578
25,14.0563,0.5250787,1.167e-06,0.3673078,9.17e-07,0.02688172,0.01418773,0.0287848,0.03378171,0.01033507,0.01858048,0.009421407,0.004739911,0.005648661,0.005407327
26,14.58137,0.5753856,1.25e-06,0.3686662,1e-06,0.0268773,0.05031944,0.03084813,0.03170655,0.01079749,0.02433289,0.01122565,0.006245744,0.008299074,0.00606491
27,15.15676,0.5351512,1.334e-06,0.3683888,9.17e-07,0.02882347,0.01428557,0.02897113,0.03301605,0.01287182,0.01965781,0.01040449,0.004728994,0.006638827,0.007361991
28,15.69191,0.5301689,1.333e-06,0.3684845,1.083e-06,0.0290648,0.01423015,0.0289593,0.03331463,0.01141549,0.01927506,0.008565074,0.004824828,0.005675077,0.006357576
29,16.22208,0.5642073,1.333e-06,0.3676108,8.34e-07,0.02744005,0.04961478,0.03070655,0.03558596,0.009156573,0.01940906,0.008414907,0.004956411,0.00619841,0.005111661
30,16.78629,0.5906253,1.875e-05,0.3684702,9.17e-07,0.02872997,0.07392392,0.03142455,0.03448105,0.008897157,0.0185929,0.009433323,0.004867328,0.00576066,0.00602466
31,17.37691,0.5991822,1.083e-06,0.3689205,1.083e-06,0.02913172,0.07463217,0.03072172,0.0256233,0.01201382,0.02758972,0.01332407,0.004499662,0.00632516,0.006398159
32,17.97609,0.562882,1.25e-06,0.3679944,1.166e-06,0.02730155,0.04956153,0.03068388,0.03385205,0.008862157,0.0191819,0.009021073,0.004730578,0.005976494,0.00571391
33,18.53898,0.5287033,1.334e-06,0.3679312,1e-06,0.02704972,0.01395057,0.02900997,0.02997105,0.01084474,0.02484797,0.009593823,0.004713578,0.005727993,0.005060411
34,19.06768,0.5261948,1.25e-06,0.3690641,9.16e-07,0.0267923,0.0142634,0.02900897,0.03207546,0.009913239,0.01896306,0.009344157,0.004745078,0.005837243,0.00618566
35,19.59388,0.577039,1.25e-06,0.3688108,9.17e-07,0.02787747,0.0497027,0.03114663,0.03346121,0.01146574,0.02427747,0.0108089,0.006596076,0.007508076,0.005381744
36,20.17091,0.5130152,1.333e-06,0.3703257,8.33e-07,0.02569814,0.0145234,0.02811955,0.01788881,0.01014199,0.01987173,0.00930574,0.003740662,0.007446242,0.005951077
37,20.68393,0.5937042,1.25e-06,0.3693456,9.16e-07,0.0289173,0.07412592,0.0320323,0.03508721,0.009159823,0.01936156,0.008364157,0.004878662,0.005886326,0.00654316
38,21.27763,0.5931538,1.084e-06,0.3705943,9.17e-07,0.02866922,0.07387083,0.03124897,0.03610304,0.008772157,0.01919981,0.00882999,0.004838995,0.005698993,0.005325411
39,21.87079,0.52862,1.333e-06,0.3680102,1e-06,0.0285973,0.01421198,0.02879188,0.03297321,0.01122507,0.01942714,0.00873324,0.004773078,0.006382327,0.005492244
40,22.39941,0.5876929,1.334e-06,0.3674459,1e-06,0.02713889,0.073918,0.03164738,0.03462571,0.00917249,0.0185399,0.009234823,0.004676412,0.00589366,0.005397327
41,22.9871,0.5308323,1.25e-06,0.3701354,1.083e-06,0.0265483,0.0142229,0.02879755,0.02666522,0.01139957,0.0193704,0.01193799,0.006945826,0.007608908,0.007197909
42,23.51793,0.5340708,1.583e-06,0.3689863,1e-06,0.02805505,0.01432023,0.02877472,0.0322033,0.01270382,0.02012589,0.01038424,0.004739078,0.00631191,0.007463741
43,24.052,0.6132937,1.333e-06,0.3689524,9.16e-07,0.02902005,0.07431259,0.03078897,0.03880329,0.01218757,0.02918472,0.01065749,0.006100243,0.007827742,0.00545641
44,24.6653,0.5329618,1.167e-06,0.3701083,1.083e-06,0.02891663,0.01430357,0.02901164,0.03510704,0.01139007,0.0188779,0.009736489,0.004878995,0.005729744,0.004899161
45,25.19826,0.6120812,1.25e-06,0.3690404,1e-06,0.02914788,0.07400184,0.03096947,0.02595764,0.01684065,0.03048188,0.01460065,0.007939075,0.008291991,0.004807411
46,25.81034,0.5285806,1.417e-06,0.3678261,8.33e-07,0.02817747,0.01435757,0.02904988,0.03379963,0.01093507,0.01907498,0.00900149,0.004703911,0.006301993,0.005350244
47,26.33892,0.6141698,1.167e-06,0.3687755,9.17e-07,0.02905788,0.07405308,0.03138055,0.03866654,0.01206682,0.0288503,0.01100707,0.006041743,0.007577492,0.006690742
48,26.95309,0.5292006,1.25e-06,0.3681779,9.16e-07,0.02769355,0.01424123,0.0285888,0.03465746,0.01112957,0.0191819,0.008945073,0.004788828,0.005789827,0.006004243
49,27.48229,0.5899388,1.333e-06,0.3688478,1e-06,0.02917263,0.0739185,0.03088605,0.03496271,0.008561157,0.01930156,0.008742157,0.004793995,0.005738577,0.005011411
50,28.07223,0.531611,1.167e-06,0.3678943,1e-06,0.02660539,0.01447707,0.02863513,0.03550821,0.01039766,0.01962773,0.009664406,0.004575661,0.006821826,0.007401409
51,28.60384,0.5279501,1.417e-06,0.367529,1.166e-06,0.02860097,0.01428607,0.02895047,0.03423221,0.01020982,0.01921031,0.008583574,0.004749994,0.005971827,0.005623244
52,29.13179,0.5279588,1.334e-06,0.3685123,1.25e-06,0.0275398,0.01430057,0.02912722,0.03248521,0.01037049,0.01919481,0.008717407,0.004832744,0.007774325,0.005101328
53,29.65975,0.5909403,1.334e-06,0.3685371,8.33e-07,0.02905322,0.07413459,0.03083688,0.03406371,0.008951823,0.01940115,0.008571073,0.004977995,0.005846243,0.006564327
54,30.25069,0.5907475,1.25e-06,0.3683003,9.17e-07,0.02902622,0.07444758,0.03098913,0.03496346,0.008685324,0.0190544,0.009136739,0.004687495,0.00610341,0.005351328
55,30.84144,0.5318562,1.166e-06,0.3685994,1e-06,0.02782555,0.01417073,0.0286128,0.03176263,0.01124824,0.02442022,0.009539907,0.004681661,0.00592091,0.005071911
56,31.37329,0.589037,1.25e-06,0.3684004,8.33e-07,0.02895455,0.07377459,0.0311313,0.0329033,0.008772491,0.0189004,0.009171406,0.004613162,0.00589016,0.006523159
57,31.96233,0.5718649,1.5e-06,0.3675828,9.17e-07,0.02745847,0.05022811,0.03029363,0.02514522,0.01768248,0.0265958,0.009432239,0.004813662,0.006583826,0.00604616
58,32.5342,0.5907945,1.25e-06,0.3686486,9.16e-07,0.02861314,0.07387758,0.03117947,0.03503254,0.008858907,0.01914998,0.008861657,0.004826245,0.00561391,0.006130327
59,33.12499,0.5910339,1.167e-06,0.3688668,9.17e-07,0.02890922,0.074737,0.0310198,0.03523096,0.008602241,0.01931656,0.008623157,0.004781994,0.005819161,0.005124911
60,33.71602,0.5905001,1.25e-06,0.3678066,1e-06,0.02889272,0.07394642,0.0310093,0.0340483,0.008990157,0.01834856,0.009795239,0.004726661,0.005912994,0.007020909
61,34.30652,0.5634823,1.25e-06,0.3686626,1e-06,0.02739764,0.04977994,0.03100955,0.03359896,0.008593574,0.01917806,0.008544824,0.004799328,0.005599327,0.006316243
62,34.87001,0.5927968,1.25e-06,0.3680376,7.5e-07,0.02894564,0.07399767,0.03106872,0.03560754,0.01049574,0.01917831,0.009042074,0.004782911,0.005742077,0.005896493
63,35.4628,0.5978486,1.417e-06,0.3688994,1e-06,0.02891347,0.07387734,0.03125155,0.03438471,0.01090832,0.02473047,0.008846906,0.004726745,0.00583641,0.005470828
64,36.06065,0.5916828,1.25e-06,0.3674163,8.33e-07,0.02893847,0.07403833,0.03151188,0.03520088,0.008799157,0.0188084,0.009887156,0.004728078,0.006149743,0.006202327
65,36.65233,0.5603349,1.25e-06,0.3676788,8.34e-07,0.02824805,0.04951428,0.03024947,0.02623589,0.01033757,0.01928048,0.01011999,0.004635245,0.006479826,0.007553242
66,37.21267,0.5278863,1.417e-06,0.3673164,8.33e-07,0.02868013,0.01415674,0.02877888,0.03358588,0.01082699,0.01883848,0.009140073,0.004699495,0.005617577,0.00624341
67,37.74056,0.5311131,1.333e-06,0.3693521,9.17e-07,0.02551264,0.01429182,0.02954413,0.0267628,0.01219207,0.0195884,0.01168957,0.007032908,0.007640909,0.007503491
68,38.27167,0.5335758,1.5e-06,0.3663481,6.66e-07,0.02680889,0.01450765,0.02843347,0.03240405,0.01220099,0.0272343,0.008861323,0.004592745,0.006138077,0.006044077
69,38.80524,0.56631,1.417e-06,0.3667376,7.5e-07,0.02789772,0.04977978,0.03117238,0.03410971,0.0114774,0.0194044,0.008627407,0.004733579,0.005897326,0.006470577
70,39.37155,0.5345477,1.416e-06,0.3676143,1e-06,0.0286088,0.01428173,0.02863438,0.03446763,0.01238049,0.01950956,0.0103689,0.004574579,0.006837825,0.007267076
71,39.9061,0.5884301,1.333e-06,0.3685806,9.17e-07,0.02858797,0.07376542,0.03126272,0.03250571,0.008611824,0.01916356,0.008757907,0.004768161,0.00604316,0.006380827
72,40.49453,0.6053524,1.25e-06,0.3675031,1e-06,0.02912547,0.07450075,0.03115672,0.03630679,0.01121507,0.02479006,0.01089907,0.006590326,0.007179992,0.006082827
73,41.09988,0.5944312,1.5e-06,0.3698014,1e-06,0.02901347,0.07394142,0.03120097,0.03476929,0.01068732,0.01946439,0.008300824,0.004886995,0.005984827,0.006377742
74,41.69432,0.6072736,1.166e-06,0.3712145,1.084e-06,0.02932947,0.07440233,0.03099113,0.03573671,0.01129466,0.02503831,0.01084107,0.00658516,0.006652409,0.005185578
75,42.30159,0.5994792,1.25e-06,0.3680575,1e-06,0.02942155,0.073993,0.0309233,0.03414913,0.0114829,0.02434622,0.00905699,0.004616828,0.006233076,0.007196409
76,42.90107,0.5924888,1.166e-06,0.3701131,9.17e-07,0.0288243,0.0740405,0.03077563,0.02477422,0.01409482,0.02246773,0.009482157,0.004490328,0.006834159,0.006589826
77,43.49356,0.5137878,1.584e-06,0.3693013,1e-06,0.02655497,0.01426015,0.02849522,0.0191394,0.009386323,0.01986198,0.00967449,0.003955995,0.006060744,0.007094658
78,44.00735,0.5339382,1.333e-06,0.3695765,1e-06,0.0284258,0.01423865,0.02936855,0.03521463,0.01174432,0.01928723,0.008813823,0.004765328,0.006113244,0.006387826
79,44.54128,0.5907743,1.333e-06,0.3695198,8.33e-07,0.02891188,0.07408875,0.03137688,0.03386446,0.008590324,0.01930415,0.00859774,0.004739162,0.005796327,0.005982743
80,45.13206,0.5912584,1.333e-06,0.3696681,1.333e-06,0.02903372,0.073824,0.03114905,0.03565971,0.008721074,0.01849398,0.009199073,0.004830578,0.005790077,0.004886411
81,45.72332,0.5403706,1.334e-06,0.3689969,8.34e-07,0.02750389,0.01426473,0.02907888,0.03360163,0.01290849,0.0275163,0.009562822,0.004483329,0.006409493,0.00604191
82,46.26369,0.5902994,1.333e-06,0.3692107,9.17e-07,0.02869297,0.07424492,0.03101755,0.03384163,0.00875349,0.01917756,0.00892349,0.004765495,0.005846577,0.005822827
83,46.85399,0.5998166,1.334e-06,0.36934,1.167e-06,0.02923388,0.07393867,0.03075688,0.02523514,0.0119079,0.02779797,0.01275432,0.004647661,0.007612325,0.006589326
84,47.4538,0.5242433,1.25e-06,0.369376,9.17e-07,0.02660489,0.0139464,0.02859155,0.02469581,0.008671907,0.02466914,0.01008624,0.004530662,0.006430493,0.006638075
85,47.97805,0.5910066,1.167e-06,0.3688378,1.166e-06,0.02888463,0.07446217,0.03085196,0.03480846,0.00907824,0.01871731,0.009000324,0.004838661,0.006035743,0.005488994
86,48.56905,0.5289851,1.333e-06,0.3696716,8.33e-07,0.02847563,0.01422598,0.0289293,0.03149763,0.01172482,0.01898173,0.009041073,0.004788995,0.00558891,0.006057243
87,49.09804,0.5252052,1.333e-06,0.368778,1.167e-06,0.02622864,0.01396948,0.0292848,0.02852605,0.008513407,0.01943964,0.01058432,0.006222326,0.006852243,0.006803742
88,49.62324,0.5894047,1.583e-06,0.3707273,9.17e-07,0.02716397,0.04970595,0.03109555,0.03644221,0.01294865,0.02936872,0.01042407,0.005867993,0.008615074,0.007042659
89,50.21265,0.5294042,1.167e-06,0.3687937,1.083e-06,0.02925013,0.01502482,0.02844063,0.03231671,0.01146865,0.01938564,0.008865574,0.004818578,0.005540827,0.005496661
90,50.74205,0.6011838,1.25e-06,0.3709912,8.33e-07,0.02909722,0.074058,0.03124638,0.03548996,0.0115179,0.02411472,0.008698491,0.004680411,0.005935577,0.005351911
91,51.34324,0.5226879,1.584e-06,0.3694989,9.16e-07,0.02572664,0.01397357,0.02869189,0.02664005,0.008231657,0.01925023,0.01092316,0.00600716,0.007306492,0.006435659
92,51.86592,0.509851,1.417e-06,0.3693395,1e-06,0.02563522,0.01427223,0.02874955,0.02044956,0.008223574,0.0190904,0.008779657,0.004044079,0.005295994,0.005968826
93,52.37577,0.5389496,1.334e-06,0.3690922,1.416e-06,0.02780047,0.01427115,0.02876864,0.03294355,0.01235507,0.02759847,0.008983573,0.004727912,0.006085993,0.006319826
94,52.91472,0.5918895,1.25e-06,0.3690711,9.17e-07,0.02890814,0.07399017,0.03140246,0.03489929,0.008536157,0.01910039,0.009093157,0.004707245,0.005939326,0.00623991
95,53.50661,0.5925499,1.166e-06,0.3694973,9.16e-07,0.02886655,0.07386284,0.03197605,0.03469455,0.008982407,0.01868406,0.008947406,0.004894412,0.005955493,0.006186743
96,54.09916,0.5349087,1.333e-06,0.3693208,1e-06,0.02747897,0.01423998,0.02918005,0.03449879,0.01201365,0.01998589,0.009561156,0.004551079,0.006808909,0.007266992
97,54.63407,0.5328432,1.166e-06,0.3687839,1.083e-06,0.02888289,0.01432373,0.02875688,0.03448288,0.0110654,0.01944656,0.008348158,0.004794911,0.006435576,0.007520075
98,55.16692,0.5905275,1.083e-06,0.3696837,9.16e-07,0.02882814,0.07410992,0.03147388,0.03333546,0.008907074,0.01922315,0.008765991,0.004748411,0.006096993,0.005352828
99,55.75744,0.6014624,1.416e-06,0.3694261,8.33e-07,0.02922047,0.07424308,0.03095472,0.03397654,0.01121915,0.02478305,0.01015841,0.004563745,0.006569076,0.006345826
100,56.35891,0.5909456,1.25e-06,0.3699083,9.16e-07,0.02860438,0.07397408,0.03112172,0.03518255,0.008839823,0.0185794,0.00916249,0.004769912,0.005881743,0.004918995
101,56.94985,0.5911194,1.416e-06,0.3694725,1.083e-06,0.02927655,0.07378117,0.03126371,0.03466163,0.00868074,0.01917323,0.008476574,0.004768328,0.005565744,0.005996743
102,57.54097,0.5385481,1.25e-06,0.3702803,9.17e-07,0.02846755,0.01394574,0.02912938,0.03525796,0.01230965,0.01974173,0.01050824,0.004805744,0.006790993,0.007308575
103,58.07952,0.5900722,1.166e-06,0.3693709,8.33e-07,0.02893905,0.0742325,0.0309823,0.03242613,0.008832074,0.01945631,0.008565741,0.004771995,0.00580766,0.006685492
104,58.66959,0.5903494,1.333e-06,0.3689526,8.33e-07,0.02878772,0.07469608,0.03096122,0.03358238,0.00863724,0.01901965,0.009151573,0.004653578,0.00587491,0.006030327
105,59.25994,0.5328682,1.25e-06,0.3677825,8.33e-07,0.02706639,0.01428082,0.02895672,0.0318938,0.01092016,0.02445039,0.01021374,0.004624828,0.006154743,0.006521993
106,59.79281,0.5127045,1.167e-06,0.3687773,1e-06,0.02586964,0.0142624,0.02864597,0.02473022,0.007966658,0.01904431,0.008324407,0.003979413,0.005254994,0.005846993
107,60.30551,0.5905158,1.333e-06,0.3678456,9.16e-07,0.02924947,0.07359659,0.03104488,0.03498046,0.00894249,0.01936689,0.008762741,0.004817328,0.005832493,0.006074577
108,60.89603,0.5460828,1.333e-06,0.3734163,1e-06,0.02847572,0.0142369,0.02974255,0.03179488,0.01202199,0.02716572,0.01247565,0.004754245,0.005701327,0.006295159
109,61.44211,0.6006641,1.334e-06,0.3683622,1.167e-06,0.02912997,0.07423883,0.03095422,0.03319105,0.0114709,0.02718589,0.009024074,0.004600994,0.006795993,0.005707494
110,62.04278,0.5909546,1.333e-06,0.369294,7.5e-07,0.02897988,0.0741195,0.03131147,0.03461729,0.008742824,0.01842998,0.00899874,0.004713494,0.005799994,0.005945327
111,62.63373,0.5220578,1.334e-06,0.3677367,1.333e-06,0.02611322,0.01419257,0.02896088,0.0264698,0.008255241,0.01923973,0.01068365,0.00601741,0.007044743,0.007341241
112,63.15579,0.5757177,1.25e-06,0.3673779,1e-06,0.02791147,0.04964453,0.03062713,0.0327758,0.01146765,0.02441606,0.01151107,0.00644741,0.007255659,0.006280743
113,63.73151,0.5358186,1.167e-06,0.368228,1.084e-06,0.02695747,0.01428357,0.02910447,0.03227588,0.01260707,0.02721514,0.00892449,0.004683411,0.006205577,0.005331244
114,64.26732,0.521322,1.334e-06,0.3675315,1.083e-06,0.02562955,0.01427315,0.02970472,0.02588531,0.008029157,0.01915848,0.01090515,0.006080326,0.007004742,0.007117492
115,64.78865,0.5061837,1.25e-06,0.3678483,9.16e-07,0.02576197,0.01423198,0.02879989,0.01900289,0.008010991,0.01847098,0.00922674,0.004067078,0.005556411,0.005204328
116,65.29483,0.5135707,1.334e-06,0.3686232,1e-06,0.02642597,0.01422365,0.02837047,0.02022231,0.008754157,0.02031531,0.009031407,0.004473745,0.007173742,0.00595441
117,65.8084,0.5218179,1.667e-06,0.3680836,1.084e-06,0.02579747,0.01405465,0.02877555,0.02724597,0.008431241,0.01940606,0.01054141,0.006089827,0.008020491,0.005368911
118,66.33022,0.5093237,1.334e-06,0.3676504,7.5e-07,0.02581622,0.01445082,0.02841514,0.01808198,0.009327573,0.01965448,0.009621656,0.003976996,0.006399743,0.005926576
119,66.83954,0.5222659,1.334e-06,0.3681514,1e-06,0.02619139,0.01422073,0.02826305,0.0268088,0.007672242,0.01948956,0.01089807,0.006018077,0.007241242,0.007308992
120,67.36181,0.5342909,1.5e-06,0.3702304,9.17e-07,0.02705997,0.0143389,0.0286558,0.03440763,0.01343807,0.01929248,0.008754574,0.004593078,0.006555743,0.006961825
121,67.8961,0.5259141,1.5e-06,0.3675428,1e-06,0.02862705,0.01423898,0.02910113,0.03112996,0.01181832,0.01914881,0.008579073,0.004852745,0.005605994,0.005266744
122,68.42201,0.5944839,1e-06,0.3689138,1e-06,0.02924255,0.07377967,0.03095988,0.03410371,0.01111024,0.01908481,0.009254406,0.004736078,0.006115243,0.007181492
123,69.0165,0.5745561,1.333e-06,0.3675556,1e-06,0.02777622,0.04969078,0.03080905,0.03354371,0.01111732,0.02472347,0.01066015,0.006810159,0.006806659,0.005060661
124,69.59105,0.5325586,1.334e-06,0.3692517,1e-06,0.02663055,0.01428382,0.02888422,0.03164613,0.01055807,0.02480406,0.01003032,0.004577829,0.006522992,0.005366578
125,70.12361,0.5368376,1.084e-06,0.3684354,1.25e-06,0.02926788,0.01456548,0.0289383,0.03518388,0.01237574,0.01902223,0.01031699,0.004592911,0.006883743,0.007252658
126,70.66045,0.5363335,1.166e-06,0.368249,8.34e-07,0.02928055,0.01428315,0.02877547,0.0337073,0.01213807,0.02265439,0.009398323,0.004355329,0.006374159,0.007115742
127,71.19678,0.5948898,1.5e-06,0.3635462,8.34e-07,0.02947497,0.07400083,0.03133113,0.03541146,0.01090449,0.02460447,0.009004407,0.004737745,0.00563241,0.00623941
128,71.79167,0.5357702,1.334e-06,0.3732693,9.17e-07,0.02846947,0.01423565,0.02955822,0.03441888,0.01102699,0.01924215,0.008916323,0.004768662,0.006362909,0.005499327
129,72.32744,0.5955873,1.166e-06,0.3686756,8.34e-07,0.0292428,0.073906,0.03132455,0.03428546,0.01079999,0.0187144,0.009897905,0.004688745,0.006854826,0.007195075
130,72.92303,0.5622476,1.5e-06,0.3673123,8.33e-07,0.02727472,0.04969653,0.03087905,0.03449496,0.00887949,0.0185399,0.009237323,0.004761078,0.006221743,0.004948245
131,73.48528,0.593853,1.333e-06,0.3678312,1e-06,0.02955613,0.07495717,0.03119097,0.03636038,0.01017207,0.01907623,0.00876424,0.004748828,0.006109326,0.005084162
132,74.07913,0.6021362,1.5e-06,0.366222,8.34e-07,0.02913163,0.07404558,0.03096371,0.03581038,0.01175399,0.02492889,0.01084824,0.006817909,0.006545576,0.005065995
133,74.68127,0.6021616,1.167e-06,0.3684751,9.17e-07,0.0289148,0.07415875,0.03142196,0.03285788,0.01087874,0.02449781,0.01097674,0.00647191,0.006682326,0.006823492
134,75.28343,0.5664473,1.333e-06,0.3687009,8.33e-07,0.02655697,0.04976336,0.0313208,0.03564638,0.01011232,0.01895739,0.00897949,0.004741078,0.005842494,0.00582391
135,75.84988,0.5632681,1.25e-06,0.3677891,1.0833e-05,0.02754539,0.04968328,0.0306203,0.03401505,0.008874323,0.01872281,0.009245156,0.004826411,0.00631541,0.005618827
136,76.41314,0.5301726,1.5e-06,0.3677092,9.17e-07,0.02810655,0.01428723,0.02924805,0.03487346,0.01113482,0.01896948,0.009039989,0.004770412,0.005949243,0.006081743
137,76.94332,0.5975677,1.667e-06,0.3715121,9.17e-07,0.0292058,0.07401933,0.03151288,0.03621546,0.01049949,0.01977489,0.008451491,0.004868994,0.005963744,0.00554091
138,77.54088,0.5106587,1.25e-06,0.3690431,1e-06,0.0258108,0.01421173,0.02873772,0.01846556,0.008675657,0.01962515,0.009571406,0.003956079,0.006140826,0.00641841
139,78.05154,0.5279082,1.417e-06,0.3677016,1e-06,0.02879905,0.01395723,0.02892688,0.03218713,0.01150857,0.01959223,0.008683157,0.004787328,0.005811744,0.005950826
140,78.57945,0.5795776,1.167e-06,0.3696198,9.17e-07,0.0267918,0.04970161,0.03182538,0.03542488,0.01105057,0.02392831,0.01108224,0.006506327,0.007081908,0.006562743
141,79.15903,0.5337379,1.25e-06,0.3704123,9.17e-07,0.02722147,0.01424915,0.02898947,0.03083813,0.0111934,0.02480147,0.009867072,0.004619495,0.005965577,0.005578243
142,79.69277,0.5937108,1.416e-06,0.3696253,1e-06,0.02863605,0.07409233,0.03107597,0.03669521,0.008823657,0.01909931,0.00899499,0.004879578,0.005734827,0.00605116
143,80.28648,0.5910913,1.333e-06,0.3692851,1e-06,0.0287583,0.07402459,0.03101997,0.03404846,0.008799324,0.01982389,0.008422241,0.004826161,0.005730577,0.00635041
144,80.87757,0.5296131,1.333e-06,0.3690162,9.16e-07,0.0287723,0.0140269,0.02903438,0.03294071,0.01144382,0.01903631,0.009064323,0.004810328,0.005665244,0.005800327
145,81.40718,0.5224993,1.25e-06,0.3694233,1.166e-06,0.02582789,0.0142809,0.0295573,0.02672305,0.007911574,0.01879123,0.01087799,0.006288243,0.006884243,0.00593116
146,81.92968,0.5239243,1.334e-06,0.3706291,1e-06,0.02607597,0.0139824,0.02898772,0.0269908,0.00822549,0.01908281,0.01109265,0.006043826,0.006850409,0.005960827
